,currentTF,targetGene,info,sources,numSources,region,TFEntrezId,targetGeneEntrezId,CombinedEntrezName,chromosome,start,end,regulatoryRegion,new_start,new_end,tfAndChrom,targetGeneModule,entrezID,bodyRegion,disease,targetGeneSimplePositivePhenotypes,targetGeneMoreInfoPosPhenotypes,numOfPositivePhenotypesVec,powerUsed,targetGeneModuleSimplePosPhenotypes,moreInfoOnModulePosPhenotypes
88,TAL1,HSP90AB4P,GENIE3 (Rank: 3051; Weight: 0.0188) || TReNA Ensemble Solver: (pearsonCoeff: 0.552; rfScore: 0.595; betaRidge: 0.048; spearmanCoeff: 0.63; xgboost: 0.098),Genie3 || TReNa,2,MiniFinalDemo_LTL1,6886,664618,6886 || 664618,chr15,58957262,58961784,enhancer,58947262.0,58971784.0,chr15_6886,grey,664618,MiniFinalDemo_LTL1,AlzheimersDisease,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, oldAge","AD (r = 0.553), Age.at.death (r = 0.477), averageBraak (r = 0.585), braak5 (r = 0.553), braak6 (r = 0.553), CeradScore (r = 0.553), clinicalBraakStage (r = 0.589), dementia (r = 0.553), healthAndAge (r = 0.571), oldAge (r = 0.427)",10.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
89,TAL1,HSP90AB4P,GENIE3 (Rank: 3051; Weight: 0.0188) || TReNA Ensemble Solver: (pearsonCoeff: 0.552; rfScore: 0.595; betaRidge: 0.048; spearmanCoeff: 0.63; xgboost: 0.098),Genie3 || TReNa,2,MiniFinalDemo_LTL1,6886,664618,6886 || 664618,chr15,58890766,58891318,enhancer,58880766.0,58901318.0,chr15_6886,grey,664618,MiniFinalDemo_LTL1,AlzheimersDisease,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, oldAge","AD (r = 0.553), Age.at.death (r = 0.477), averageBraak (r = 0.585), braak5 (r = 0.553), braak6 (r = 0.553), CeradScore (r = 0.553), clinicalBraakStage (r = 0.589), dementia (r = 0.553), healthAndAge (r = 0.571), oldAge (r = 0.427)",10.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
90,TAL1,HSP90AB4P,GENIE3 (Rank: 3051; Weight: 0.0188) || TReNA Ensemble Solver: (pearsonCoeff: 0.552; rfScore: 0.595; betaRidge: 0.048; spearmanCoeff: 0.63; xgboost: 0.098),Genie3 || TReNa,2,MiniFinalDemo_LTL1,6886,664618,6886 || 664618,chr15,58919358,58922382,enhancer,58909358.0,58932382.0,chr15_6886,grey,664618,MiniFinalDemo_LTL1,AlzheimersDisease,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, oldAge","AD (r = 0.553), Age.at.death (r = 0.477), averageBraak (r = 0.585), braak5 (r = 0.553), braak6 (r = 0.553), CeradScore (r = 0.553), clinicalBraakStage (r = 0.589), dementia (r = 0.553), healthAndAge (r = 0.571), oldAge (r = 0.427)",10.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
91,POU4F1,HSP90AB4P,GENIE3 (Rank: 4844; Weight: 0.0125) || TReNA Ensemble Solver: (pearsonCoeff: 0.463; rfScore: 0.752; betaRidge: 0.051; spearmanCoeff: 0.273; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,5457,664618,5457 || 664618,chr15,58995815,58996598,enhancer,58985815.0,59006598.0,chr15_5457,grey,664618,MiniFinalDemo_LTL1,AlzheimersDisease,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, oldAge","AD (r = 0.553), Age.at.death (r = 0.477), averageBraak (r = 0.585), braak5 (r = 0.553), braak6 (r = 0.553), CeradScore (r = 0.553), clinicalBraakStage (r = 0.589), dementia (r = 0.553), healthAndAge (r = 0.571), oldAge (r = 0.427)",10.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
92,POU4F1,HSP90AB4P,GENIE3 (Rank: 4844; Weight: 0.0125) || TReNA Ensemble Solver: (pearsonCoeff: 0.463; rfScore: 0.752; betaRidge: 0.051; spearmanCoeff: 0.273; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,5457,664618,5457 || 664618,chr15,58988025,58990138,enhancer,58978025.0,59000138.0,chr15_5457,grey,664618,MiniFinalDemo_LTL1,AlzheimersDisease,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, oldAge","AD (r = 0.553), Age.at.death (r = 0.477), averageBraak (r = 0.585), braak5 (r = 0.553), braak6 (r = 0.553), CeradScore (r = 0.553), clinicalBraakStage (r = 0.589), dementia (r = 0.553), healthAndAge (r = 0.571), oldAge (r = 0.427)",10.0,20,"AD, Age.at.death, averageBraak, braak5, braak6, CeradScore, clinicalBraakStage, dementia, healthAndAge, nonNeuronFractionPercents, oldAge","AD (r = 0.538), Age.at.death (r = 0.513), averageBraak (r = 0.615), braak5 (r = 0.538), braak6 (r = 0.538), CeradScore (r = 0.538), clinicalBraakStage (r = 0.629), dementia (r = 0.538), healthAndAge (r = 0.655), nonNeuronFractionPercents (r = 0.439), oldAge (r = 0.598)"
93,FOXP1,SLTM,GENIE3 (Rank: 3439; Weight: 0.017) || TReNA Ensemble Solver: (pearsonCoeff: -0.438; rfScore: 0.187; betaRidge: -0.053; spearmanCoeff: -0.385; xgboost: 0.202),Genie3 || TReNa,2,MiniFinalDemo_LTL1,27086,79811,27086 || 79811,chr15,59225653,59230852,promoter,59223653.0,59232852.0,chr15_27086,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
94,FOXP1,SLTM,GENIE3 (Rank: 3439; Weight: 0.017) || TReNA Ensemble Solver: (pearsonCoeff: -0.438; rfScore: 0.187; betaRidge: -0.053; spearmanCoeff: -0.385; xgboost: 0.202),Genie3 || TReNa,2,MiniFinalDemo_LTL1,27086,79811,27086 || 79811,chr15,59249337,59251696,enhancer,59239337.0,59261696.0,chr15_27086,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
95,FOXP1,SLTM,GENIE3 (Rank: 3439; Weight: 0.017) || TReNA Ensemble Solver: (pearsonCoeff: -0.438; rfScore: 0.187; betaRidge: -0.053; spearmanCoeff: -0.385; xgboost: 0.202),Genie3 || TReNa,2,MiniFinalDemo_LTL1,27086,79811,27086 || 79811,chr15,59171940,59175930,enhancer,59161940.0,59185930.0,chr15_27086,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
96,FOXP1,SLTM,GENIE3 (Rank: 3439; Weight: 0.017) || TReNA Ensemble Solver: (pearsonCoeff: -0.438; rfScore: 0.187; betaRidge: -0.053; spearmanCoeff: -0.385; xgboost: 0.202),Genie3 || TReNa,2,MiniFinalDemo_LTL1,27086,79811,27086 || 79811,chr15,59156237,59158725,enhancer,59146237.0,59168725.0,chr15_27086,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
97,FOXP1,SLTM,GENIE3 (Rank: 3439; Weight: 0.017) || TReNA Ensemble Solver: (pearsonCoeff: -0.438; rfScore: 0.187; betaRidge: -0.053; spearmanCoeff: -0.385; xgboost: 0.202),Genie3 || TReNa,2,MiniFinalDemo_LTL1,27086,79811,27086 || 79811,chr15,59247870,59248679,enhancer,59237870.0,59258679.0,chr15_27086,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
98,TCF3,SLTM,GENIE3 (Rank: 4710; Weight: 0.0128) || TReNA Ensemble Solver: (pearsonCoeff: 0.272; rfScore: 0.216; betaRidge: 0.025; spearmanCoeff: 0.167; xgboost: 0),Genie3 || TReNa,2,MiniFinalDemo_LTL1,6929,79811,6929 || 79811,chr15,59159667,59159946,enhancer,59149667.0,59169946.0,chr15_6929,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
99,MEF2A,SLTM,GENIE3 (Rank: 9421; Weight: 0.0061) || TReNA Ensemble Solver: (pearsonCoeff: -0.421; rfScore: 0.086; betaRidge: -0.058; spearmanCoeff: -0.386; xgboost: 0.002),Genie3 || TReNa,2,MiniFinalDemo_LTL1,4205,79811,4205 || 79811,chr15,59225653,59230852,promoter,59223653.0,59232852.0,chr15_4205,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
100,MEF2A,SLTM,GENIE3 (Rank: 9421; Weight: 0.0061) || TReNA Ensemble Solver: (pearsonCoeff: -0.421; rfScore: 0.086; betaRidge: -0.058; spearmanCoeff: -0.386; xgboost: 0.002),Genie3 || TReNa,2,MiniFinalDemo_LTL1,4205,79811,4205 || 79811,chr15,59249337,59251696,enhancer,59239337.0,59261696.0,chr15_4205,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
101,MEF2A,SLTM,GENIE3 (Rank: 9421; Weight: 0.0061) || TReNA Ensemble Solver: (pearsonCoeff: -0.421; rfScore: 0.086; betaRidge: -0.058; spearmanCoeff: -0.386; xgboost: 0.002),Genie3 || TReNa,2,MiniFinalDemo_LTL1,4205,79811,4205 || 79811,chr15,59214973,59215411,enhancer,59204973.0,59225411.0,chr15_4205,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
102,MEF2A,SLTM,GENIE3 (Rank: 9421; Weight: 0.0061) || TReNA Ensemble Solver: (pearsonCoeff: -0.421; rfScore: 0.086; betaRidge: -0.058; spearmanCoeff: -0.386; xgboost: 0.002),Genie3 || TReNa,2,MiniFinalDemo_LTL1,4205,79811,4205 || 79811,chr15,59171940,59175930,enhancer,59161940.0,59185930.0,chr15_4205,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
103,MEF2A,SLTM,GENIE3 (Rank: 9421; Weight: 0.0061) || TReNA Ensemble Solver: (pearsonCoeff: -0.421; rfScore: 0.086; betaRidge: -0.058; spearmanCoeff: -0.386; xgboost: 0.002),Genie3 || TReNa,2,MiniFinalDemo_LTL1,4205,79811,4205 || 79811,chr15,59221400,59228259,enhancer,59211400.0,59238259.0,chr15_4205,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
104,MEF2A,SLTM,GENIE3 (Rank: 9421; Weight: 0.0061) || TReNA Ensemble Solver: (pearsonCoeff: -0.421; rfScore: 0.086; betaRidge: -0.058; spearmanCoeff: -0.386; xgboost: 0.002),Genie3 || TReNa,2,MiniFinalDemo_LTL1,4205,79811,4205 || 79811,chr15,59156237,59158725,enhancer,59146237.0,59168725.0,chr15_4205,blue,79811,MiniFinalDemo_LTL1,AlzheimersDisease,percentGeneCountsForChIPSeq_H3K9ac,percentGeneCountsForChIPSeq_H3K9ac (r = 0.426),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
105,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92391938,92397137,promoter,92389938.0,92399137.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
106,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92293653,92303410,enhancer,92283653.0,92313410.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
107,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92521408,92527467,enhancer,92511408.0,92537467.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
108,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92528261,92530931,enhancer,92518261.0,92540931.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
109,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92473390,92476175,enhancer,92463390.0,92486175.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
110,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92478603,92500931,enhancer,92468603.0,92510931.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
111,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92504154,92520687,enhancer,92494154.0,92530687.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
112,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92590977,92597873,enhancer,92580977.0,92607873.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
113,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92261241,92262826,enhancer,92251241.0,92272826.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
114,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92417595,92443865,enhancer,92407595.0,92453865.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
115,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92455350,92471721,enhancer,92445350.0,92481721.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
116,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92546266,92563989,enhancer,92536266.0,92573989.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
117,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92568629,92580643,enhancer,92558629.0,92590643.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
118,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92598877,92606638,enhancer,92588877.0,92616638.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
119,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92333719,92335467,enhancer,92323719.0,92345467.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
120,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92449135,92454506,enhancer,92439135.0,92464506.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
121,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92387611,92413323,enhancer,92377611.0,92423323.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
122,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92658422,92661995,enhancer,92648422.0,92671995.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
123,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92234474,92243643,enhancer,92224474.0,92253643.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
124,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92609314,92629376,enhancer,92599314.0,92639376.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
125,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92564931,92567621,enhancer,92554931.0,92577621.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
126,MAFK,SLCO3A1,GENIE3 (Rank: 5404; Weight: 0.0113) || TReNA Ensemble Solver: (pearsonCoeff: 0.621; rfScore: 0.348; betaRidge: 0.054; spearmanCoeff: 0.666; xgboost: 0.001),Genie3 || TReNa,2,MiniFinalDemo_LTL1,7975,28232,7975 || 28232,chr15,92221678,92225700,enhancer,92211678.0,92235700.0,chr15_7975,blue,28232,MiniFinalDemo_LTL1,AlzheimersDisease,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.517),1.0,20,PercentUniqueAlignedTags,PercentUniqueAlignedTags (r = 0.469)
